title,date,link,desc
"Memory as communication, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70478&date=2013-10-18,"Memory can be seen as communication between stages - communication between an earlier and a later self. This idea only becomes more than a loose analogy, though, if there is a theory of communication that can add something substantial to our understanding of memory. I'll argue that recent models of communication, developed for quite different applications, can indeed play this role. Application of these ideas to memory can inform debates about the 'reconstructive' nature of memory, the function of episodic memory, and the relations between memory in genetic, epigenetic, and neural systems."
"Labor Lunch: No Meeting, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67546&date=2013-10-18,
"Harry Bowden, American Modern, thru Oct 19",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69522&date=2013-10-18,"Harry Bowden, American Modern is an exhibition of the paintings, drawings and photographs of the Bay Area artist Harry Bowden (1907-1965), who began his artistic career studying at the University of California, Berkeley under the tutelage of Hans Hoffmann. Bowden followed Hoffmann to New York in 1932 and became a founding member of American Abstract Artists in 1936. Bowden exhibited in New York often in group and solo shows during the 30s, but he left for Sausalito in 1942, where he spent the rest of his life.<br />
<br />
Bowdens paintings reflect the prevailing currents of his generation, such as an engagement with the development of modern European masters, as well as an early fascination with abstraction that developed over a decade before he returned to figurative painting. This selection of his paintings is supplemented here by a trove a figure studies in pastel, pencil and gouache that he made c. 1950. A group of photographs provide a window on a lifetime practice that resulted in a series of photographic books, murals, and his work being collected and exhibited by the Museum of Modern Art in 1951. Though Bowden never achieved the renown of some of his peers, his works demonstrate an avid imagination, accomplished technique, and a willingness to experiment in multiple mediums.<br />
<br />
Curated by John Zarobell and Matt Gonzalez.<br />
<br />
September 25  October 19, 2013<br />
Opening Reception: Wednesday, September 25, 2013, 4  7 pm<br />
Hours: Tuesdays through Saturdays, 12  5 pm"
"Guantanamo Bay Museum of Art and History Satellite Exhibition, thru Oct 19",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69523&date=2013-10-18,"The Guantanamo Bay Museum of Art and History, located at the former site of the Guantanamo Bay Detention Camp in Cuba, is an institution dedicated to remembering the U.S. prison which was active between 2002 and 2012 before it was permanently decommissioned and closed. The Worth Ryder Art Gallery will be hosting a satellite exhibition featuring selected artworks from the Museums collection, as well as sponsoring a Wiesenfeld Visiting Artist Lecture by the curatorial team, who will discuss their future-anterior strategy of critical fiction.<br />
 <br />
The satellite exhibition is an imaginative site for critical discourses on human rights, imprisonment, torture, and postnational political formations. It seeks to both memorialize the events that transpired at the Detention Camp and to serve as a discursive platform for preventing the remergence of similarly abusive institutions.<br />
<br />
Featuring the artists Adam Harms, Jon Kuzmich, Carling McManus, Fiamma Montezemolo, Jenny Odell, Ian Alan Paul, and Jen Susman. Curated by Ian Alan Paul."
"Wildlife, Fisheries and Conservation Biology: What drives variation in the effect of an introduced pathogen on native amphibians?, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69575&date=2013-10-18,
"Positivity Resonates, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70054&date=2013-10-18,"In this talk, Dr. Barbara Fredrickson offers a taste of her latest book, Love 2.0 (Penguin, 2013). In it, she asks you to disengage from some of your most cherished notions of love: that it is exclusive, lasting, and unconditional. In synthesizing behavioral, psychophysiological, and neural data from multiple laboratories, Fredrickson reveals how love  defined as micro-moments in which positivity resonates between and among people  can build enduring resources, such as wisdom, community, and even physical health. Making the case that love creates physical health, Fredrickson describes results from recent randomized controlled trials from her PEP Lab, in which people learn how to self-generate feelings of love and compassion. She and her team find that cardiac vagal tone forecasts peoples day-to-day experiences of love, and that by learning to self-generate love more frequently, people can further improve their vagal tone, and with it, their mental and physical health. This upward spiral dynamic explains how fleeting experiences of positive connection can accumulate and compound to set people on trajectories toward health. More generally, Fredricksons fresh take on love offers practical approaches to strengthening your relationships, teams, and communities."
"Fellowships and Research Opportunities in African Studies, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70388&date=2013-10-18,"Come learn about the Center's fellowships and other resources for UC Berkeley graduate and undergraduate students.<br />
<br />
African Studies related fellowships and 2014 deadlines are listed below:<br />
<br />
Rosberg/Geist Undergraduate Research - 3 February<br />
Rocca Pre-dissertation Research - 27 January<br />
Rocca Dissertation Research - 27 January<br />
Ezera Research for PhD African Students- 27 January<br />
Foreign Lanaguage and Area Studies - 21 January"
"Health*Matters Walking Group(BEUHS615), thru Dec 30",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68598&date=2013-10-18,"Meets every MWF, 12:10 pm at the Campanile<br />
The Walking Group meets every MWF, 12:10 pm, at the Campanile. Fit fitness into your workday with a 30-40 minute walk and receive the bonus benefits of social support, stress relief, and renewed energy. See the website to register and check for special events: http://uhs.berkeley.edu/facstaff/healthmatters/walkinggroup.shtml. If you have questions, please call: 643-4646"
"Mind Body Series: Mindfulness Meditation (BEUHS018): Introduction-Part I, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68604&date=2013-10-18,"Meditation is commonly used for stress reduction and relaxation. Considered a form of mind-body medicine that can foster many emotional benefits, such as stress-reduction, meditation can be practiced by anyone, in any setting.<br />
<br />
Mindfulness Meditation is a form of meditation researched and adapted for everyday living by Dr. Jon Kabat-Zinn. This class introduces the basic concept of mindfulness and the utility of Mindfulness Based Stess Reduction (MBSR) techniques in our personal lives and at work. Extensive research has shown that MBSR positively impacts stress, anxiety, pain, illness, and markers of immunity. <br />
<br />
Speakers:<br />
Dr. Neesha Patel is a licensed psychologist and Director of the First Generation College Student Initiative at UC San Francisco. She has conducted therapy, research, training and outreach/consultation services related to a variety of issues including mindfulness-based approaches to wellness, women of color, career/professional issues, stress management, relationship issues, identity and life transitions. <br />
<br />
Dr. Gene Jackson is a licensed Clinical Psychologist with private practices in Oakland and S.F. and a longstanding involvement in wellness, integrative medicine and mind/body practices."
"Carbon Nanotube Computer: Transforming Scientific Discoveries, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71381&date=2013-10-18,"Carbon Nanotube Field Effect Transistors (CNFETs) are excellent candidates for building highly energy-efficient future electronic systems. Unfortunately, carbon nanotubes (CNTs) are subject to substantial inherent imperfections that pose major obstacles to the design of robust and very large-scale CNFET digital systems:<br />
<br />
 It is nearly impossible to guarantee perfect alignment and positioning of all CNTs. This limitation introduces stray conducting paths, resulting in incorrect circuit functionality.<br />
<br />
 CNTs can be metallic or semiconducting depending on chirality. Metallic CNTs cause shorts resulting in excessive leakage and incorrect circuit functionality.<br />
<br />
A combination of design and processing technique overcomes these challenges by creating robust CNFET digital circuits that are immune to these inherent imperfections. This imperfection-immune design paradigm enables the first experimental demonstration of the carbon<br />
nanotube computer, and, more generally, arbitrary digital systems that can be built using CNFETs. Demonstration of monolithically integrated three-dimensional CNFET circuits will also be discussed.<br />
<br />
This research was performed at Stanford University in collaboration with Prof. H.-S. Philip Wong and several Ph.D. students."
"Women's Soccer  vs. Colorado, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=64578&date=2013-10-18,Cal Women's Soccer hosts Colorado in conference action  at Goldman Field.
"Two-Step Electroreduction of CO2 to Ethanol Catalyzed by Oxide-Derived Metal Nanoparticles, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67752&date=2013-10-18,"The longstanding reliance on fossil fuels has boosted the atmospheric CO2 concentration to a level that is unprecedented in modern geological history. <br />
<br />
Since the use of carbon-containing fuels is entrenched in society, controlling the atmospheric CO2 concentration may ultimately require recycling CO2 into liquid fuels and commodity chemicals using renewable energy as the power source. Arguably the greatest challenge for this vision is to develop efficient CO2 reduction catalysts. <br />
<br />
This talk will describe our development of oxide-derived metal nanoparticle electrocatalysts. Oxide-derived metal nanoparticles are prepared by electrochemically reducing metal oxide precursors, which results in highly strained nanocrystals. <br />
<br />
I will describe examples of these catalysts that electrochemically reduce CO2 to CO with exceptional energetic efficiency as well as a catalyst that selectively reduces CO to two-carbon oxygenates. The catalysts operate in water at ambient temperature and pressure and are remarkably robust. The reduction mechanisms will be discussed based on electrokinetic measurements. Metal oxide reduction represents a top-down approach to metal nanoparticle synthesis that produces unique surface structures for catalysis."
"The lecture title will be announced later, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70174&date=2013-10-18,
"Public Service Center Open Office Hours, thru May 23, 2014",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70283&date=2013-10-18,"Drop in to speak with Public Service Center staff, discuss programs and organizations, or dialogue about social issues and social justice work. Undergraduate and graduate students, faculty, staff, and community partners are all welcome."
"Curious story of cold water: beyond pathological science, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70614&date=2013-10-18,
"Two-Step Electroreduction of CO2 to Ethanol Catalyzed by Oxide-Derived Metal Nanoparticles: Nano Seminar Series, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71411&date=2013-10-18,"The longstanding reliance on fossil fuels has boosted the atmospheric CO2 concentration to a level that is unprecedented in modern geological history. <br />
Since the use of carbon-containing fuels is entrenched in society, controlling the atmospheric CO2 concentration may ultimately require recycling CO2 into liquid fuels and commodity chemicals using renewable energy as the power source. Arguably the greatest challenge for this vision is to develop efficient CO2 reduction catalysts. <br />
<br />
This talk will describe our development of oxide-derived metal nanoparticle electrocatalysts. Oxide-derived metal nanoparticles are prepared by electrochemically reducing metal oxide precursors, which results in highly strained nanocrystals. <br />
<br />
I will describe examples of these catalysts that electrochemically reduce CO2 to CO with exceptional energetic efficiency as well as a catalyst that selectively reduces CO to two-carbon oxygenates. The catalysts operate in water at ambient temperature and pressure and are remarkably robust. The reduction mechanisms will be discussed based on electrokinetic measurements. Metal oxide reduction represents a top-down approach to metal nanoparticle synthesis that produces unique surface structures for catalysis."
"Field Hockey  vs. UC Davis vs Pacific, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67716&date=2013-10-18,Cal Field Hockey hosts UC Davis vs Pacific at Maxwell Family Field.
"Piecemeal but Promising: Technology Integration in Secondary Language, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69007&date=2013-10-18,"In the last ten years, the pace at which technology has been integrated into classroom instruction in US secondary educational institutions has quickened rapidly. Often invoking a discourse of ""21st century learning,"" vibrant calls abound for schools to focus on the importance of global education, leadership development, and international engagement. Given the global orientation of these overarching goals, language educators in middle and high schools might well hope for increased attention to the promotion of foreign and second languages through new technologies"
"Imagined Borders, Deadly Threats: Where the South and East China Sea Crisis is Heading, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69246&date=2013-10-18,"The South and East China seas continue to be a site of at best negotiation and at worst belligerence. Since 2010 territorial disputes over such areas as the the Senkaku/Diaoyu island group have intensified, raising anxieties over destabilized international relations across the region in both Asia and the US. A panel of experts revisit the crisis in the region, followed by discussions with UC Berkeley faculty analyzing the evolving situation and the role of the US in the wake of its pivot to Asia.<br />
<br />
Speakers:<br />
Ralf Emmers, S. Rajaratnam School of International Studies, Nanyang Technological University, Singapore<br />
Kuan-Hsiung (Dustin) Wang, Political Science, National Taiwan Normal University<br />
Tara Davenport, Yale University and National University of Singapore<br />
Greg Poling, Research Associate - Southeast Asia Program, Center for Strategic and International Studies<br />
<br />
Discussants:<br />
T.J. Pempel, Political Science, UC Berkeley (Moderator)<br />
Lowell Dittmer, Political Science, UC Berkeley<br />
Daniel Sargent, History, UC Berkeley<br />
<br />
Abstracts:<br />
<br />
Ralf Emmers<br />
Associate Professor<br />
S. Rajaratnam School of International Studies<br />
Nanyang Technological University, Singapore<br />
<br />
""The US Rebalance to Asia and the South China Sea Dispute""<br />
<br />
The United States calls itself a resident Pacific power. US President Barack Obama has in recent years reinvigorated American strategic influence in the region through a pivot or rebalance to Asia. This talk assesses how and the extent to which the US rebalancing has impacted the South China Sea disputes. The South China Sea is at the center of competing territorial, economic, and strategic interests. The issue is complicated by the number of disputants. While the claimants to the Paracel Islands are the Peoples Republic of China (PRC), Taiwan, and Vietnam, six states assert ownership over the Spratly Islands and/or their surrounding waters, namely, Brunei, China, Malaysia, the Philippines, Taiwan, and Vietnam. The presentation first examines the origins and main characteristics of the US rebalancing to Asia before describing the traditional American position on the sovereignty disputes in the South China Sea. It argues that the United States has not taken sides in the disputes and has restricted its interest to the preservation of the freedom of navigation. It then discusses whether and to what extent Washington has changed its position in recent years in response to renewed Chinese assertiveness in the disputed waters. It also reviews regional responses to the US involvement and concludes by assessing its impact on the peaceful management of the South China Sea disputes.<br />
<br />
<br />
Dustin Kuan-Hsiung Wang<br />
Professor<br />
Graduate Institute of Political Science,<br />
National Taiwan Normal University<br />
<br />
""Chinas Marine Policy on Asserting Sovereignty over Islands in East and South China Seas: Legal and Political Perspectives""<br />
<br />
Observing from the heated developments over the Diaoyutai Islands in the East China Sea with Japan and Spratly Islands in the South China Sea with the Philippines and Vietnam, it is a common criticism what China has done in enhancing its maritime claims is through coercion and intimidation towards its neighbours. Is it really so? Also, what kind of policy tools that China operates to express its determination in maintaining sovereignty over those islands? <br />
<br />
<br />
Tara Davenport<br />
Fulbright Scholar<br />
Yale Law School<br />
<br />
""The Philippines Arbitral Proceedings Against China on the South China Sea Disputes: Latest Developments and Legal Implications""<br />
<br />
Sabre-rattling and confrontations at sea. Claim and counter-claim. Protest and counter-protest. Undoubtedly, the South China Sea has been the stage of one of the most complex international disputes in recent years. The sovereignty dispute between multiple state actors over small offshore features in the South China Sea and the accompanying claims to maritime resources surrounding such features have long been a flashpoint for tension in the region. The technical and legal questions are complicated enough but coupled with the competing threads of nationalism, history and big power geopolitics that are inherent in the South China Sea disputes, a long-term solution does not appear to be in sight. <br />
<br />
In 2012, in an unprecedented move that took the international community by surprise, the Philippines initiated arbitral proceedings against China under Annex VII of UNCLOS over the latters claims in the South China Sea, including the validity of Chinas u-shaped line. Opinion is divided on whether the Philippines course of action will move the disputes towards a peaceful resolution or whether it will exacerbate an already precarious situation. In this regard, the Seminar will give an overview of the Philippines-China arbitral proceedings and will outline the latest developments. It will then explore possible outcomes of the arbitral proceedings and discuss the legal and political implications of each of these outcomes. <br />
<br />
<br />
Greg Poling<br />
Research Associate <br />
Southeast Asia Program<br />
Center for Strategic and International Studies<br />
<br />
The South China Sea in Focus: Clarifying the Limits of Maritime Dispute.<br />
<br />
Satellite imagery and geospatial analysis tools offer an unprecedented opportunity to harness new technologies in order to help resolve boundary disputes. In The South China Sea in Focus: Clarifying the Limits of Maritime Dispute, Gregory Poling uses these tools to provide a first and necessary step toward tackling the overlapping maritime disputes in the South China Sea: determining which waters are and are not in dispute under international law. Mr. Poling uses geographic information system (GIS)based maps to provide an easily understandable benchmark against which policymakers and academics can judge the claims and actions of the South China Sea claimants. Only if the parties to the dispute are willing to clarify their sovereignty claims and agree on what is legally in dispute will they be able to effectively manage tensions and agree to joint development in the region."
">play Hackathon, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71241&date=2013-10-18,"The I-School and Business school are co-hosting this Hackathon on Oct 18-19, and it centers around financial inclusion. It's free ($25 deposit returned when you show up), open to everyone (students and non-students), and carries a $5000 prize for 1st place. As an added bonus, all participants will get a free ticket to the >Play Conference the following week."
"Nanocrystals and Nanojunctions: Designing Bottom-Up Materials for Plasmonics, Metamaterials, and More, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69373&date=2013-10-18,"Coffee and Refreshments served at the ""Coffee Lab"" B38 Hildebrand - available @ 3:50pm"
"Jacob Haubenreich (Visiting Assistant Professor of German at the College of the Holy Cross), Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71221&date=2013-10-18,"This workshop will focus on the what might be called the materialist or posthermeneutic turn(s) in contemporary literary studies: why and how have current discussions of media materialities, affect, presence, embodiment, a-signifying practices, new materialism, and new philology emerged at this particular moment in intellectual history? And how do these discourses relate to more traditional questions of textual interpretation?<br />
The presentation will be followed by a discussion of the job search process and things you can start doing early on to prepare yourself to enter the academic market."
"ITS Friday Seminar, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71517&date=2013-10-18,"Adverse weather is the leading cause of flight delay in the US National Airspace System. Airline flight dispatchers must file flight plans about an hour before push-back from the gate using their best available weather forecasts. FAA traffic managers assess the impact of weather on traffic flows, and, when necessary, implement standard reroutes for groups of flights. Given the uncertainty in weather, standardized reroutes may result in large buffers between flight routes and forecast weather. Weather changes as flights progress along planned routes, and because airline dispatchers and FAA traffic managers are busy, especially during weather events, they may miss workable opportunities for more efficient routes around weather. Dynamic Weather Routes (DWR) is a search engine that continuously and automatically analyzes in-flight aircraft in en route airspace and proposes simple route amendments for more efficient routes around convective weather while considering winds aloft, sector congestion, traffic conflicts, and active Special Use Airspace. NASA and American Airlines (AA) are conducting an operational trial of DWR at the AA System Operations Center in Fort Worth, Texas. A key result of the trial is that since airline operators are especially busy during weather events, it is more effective to let the automation identify and alert users to potentially high-value reroute options."
"Geometric representations of rational Cherednik algebras, RTGC seminar, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71435&date=2013-10-18,Rational Cherednik algebras are (a degenerate version of) generalizations of Hecke algebras. Their finite-dimensional representations are extremely rigid. We shall construct finite-dimensional representations of these algebras from the cohomology of Hitchin fibers which have extra symmetry. This is joint work with A.Oblomkov.
"Differential Algebra and the Model Theory of Groups, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71521&date=2013-10-18,"Sacks called differential fields the ``least misleading'' examples of omega-stable theories. This talk will reinforce that philosophy, because the theorems we will discuss fall into two general situations: (1) theorems from model theory which inspired results in differential algebra or (2) theorems from differential algebra which were generalized to the model-theoretic setting. Specifically, we will be discussing theorems regarding differential algebraic groups and groups definable in superstable theories (a generalization of omega-stability). We will discuss three types of theorems: (1) Jordan-H\""older theorems, (2) indecomposability theorems, and (3) results on central extensions. To open the talk, we will give a survey of the model theory of differential fields."
"Music Studies Colloquium, Bloch Professor Martin Stokes, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70950&date=2013-10-18,"Oct 7, Opening lecture: The Problem of Love, Elkus Room, 125 Morrison<br />
Reception follows<br />
 <br />
Friday, 4:30pm, Elkus Room, 125 Morrison<br />
Oct 18 Sentimental Icons <br />
Nov 1 Sentimental Crowds<br />
Nov 22 Sentimental Places<br />
Dec 6 The Problem of Justice<br />
<br />
<br />
Free and open to the public<br />
<br />
About the Lecture Series:<br />
In recent years challenging new perspectives for thinking about emotion and music have come from the social sciences and from a focus on music in everyday life. These underline how musics capacity to move us emotionally is intensely bound up with its capacity to move us politically and ethically. Ethnomusicologist Martin Stokes brings a comparative glance at global musics of popular emotional dissent to bear on these perspectives. What kind of work does love do, in these contexts? What claims to justice does it embody? The problem of sentimentalism, he suggests in this wide-ranging series of lectures, is not simply the local struggle over good and bad taste. It concerns how we think about popular culture in relation to the major social transformations of the modern age. Martin Stokes is the King Edward Professor of Music at Kings College, London. His most recent book is The Republic of Love: Cultural Intimacy in Turkish Popular Music (Chicago 2010).<br />
<br />
Biography:<br />
Martin Stokes is King Edward Professor of Music at King's College, London, and Honorary Professor in the Department of Arts and Cultural Studies at the University of Copenhagen. He has also taught at The Queen's University of Belfast, the University of Chicago, and Oxford University, as well as holding visiting positions at Bogazici University in Istanbul. His work has focused on questions of ethnicity, identity, emotion, globalization, with a particular interest in Europe and the Middle East, and broader issues of history and theory in ethnomusicology and folk music studies. He has particular interests in Turkey and Egypt, with broader interests across the Mediterranean and Europe. His books include The Arabesk Debate: Music and Musicians in Modern Turkey (Oxford 1992), Ethnicity, Identity and Music: The Musical Construction of Place (Berg 1994), Celtic Modern: Music on the Global Fringe (edited with Philip Bohlman, Scarecrow 2004) and The Republic of Love: Cultural Intimacy in Turkish Popular Music (Chicago 2010, winner of the Merriam Prize from the Society for Ethnomusicology). He was awarded the Dent Medal by the Royal Musical Society in 2010, and elected a Fellow of the British Academy in 2012.<br />
<br />
Target audience: All Audiences<br />
Open to audience: All Audiences<br />
Tickets not required"
"Professor Jonathan Sachs, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71270&date=2013-10-18,"Professor Sachs (Concordia University) will deliver a public lecture entitled """"Ruins and the Contingency of Romantic Time.""<br />
Hosted by the Eighteenth-Century Studies Working Group and the Nineteenth Century and Beyond British Cultural Studies Working Group. Sponsored by The Townsend Center for the Humanities, The Florence Green Bixby Chair, and the English Department."
"United Nations Official Juan Mendez, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70873&date=2013-10-18,"United Nations special rapporteur on torture and other cruel, inhuman or degrading treatment or punishment, Juan Mendez will engage with families of incarcerated prisoners in solitary confinement, students, faculty, and advocates/allies to explore: Is solitary confinement as practiced by the California Department of Corrections cruel punishment and torture?<br />
<br />
This unofficial visit by Mr. Mendez, who has spoken out publicly about the use of solitary confinement in California prisons, presents an opportunity to engage all campus and community in a dialogue around the use of solitary confinement in our states prisons. While prisoners have suspended their historic hunger strikewhich spanned 60 days in July and August 2013communities continue to challenge solitary confinement as torture.<br />
<br />
Presented by: Course Threads ""Carceral Geographies"" Project, Prison Hunger Strike Solidarity Coalition, UC Berkeley Public Service Center<br />
In collaboration with Human Rights of the Incarcerated at Cal, and IGNITE Campaign"
"American Indian Graduate Student Association Student Mixer, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71386&date=2013-10-18,"The American Indian Graduate Student Association (AIGSA) is holding a mixer to highlight the work that our Native graduate and undergraduate students accomplish. All grad and undergrad students, faculty, and friends are welcome to come. We would like to first and foremost facilitate networking on campus between Native students from various departments and get to know one another. We would also like to provide an opportunity for others on campus to hear about the great work we are all doing, and promote interest in continuing education in grad school to undergrads who attend.<br />
<br />
Food and beverages will be provided!"
"Artists Talk with Linda Stark, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68169&date=2013-10-18,Hear MATRIX artist Linda Stark discuss the thinking and processes behind her meticulously crafted paintings in this illustrated overview of her work.
"The American Soldier, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68899&date=2013-10-18,"(Der amerikanische Soldat). Fassbinder adapts the stark black-and-white universe of film noir and infuses its cynicism with crazy love: actual and soon-to-be corpses get all the hugs in this film. Fassbinder called The American Soldier, made in ten days, the study of a perfect killer. Ricky (Karl Scheydt), in Germany following a stint in Vietnam, is a hired gun holed up in a hotel room waiting for orders that come anonymously from a mob of, as it turns out, cops. As in Fritz Lang, criminals and police are a delicate web. Ricky drives a big convertible, orders whiskey and sex room-service, wears white, moves around in the dark, and will kill anyone. But as the hotel maid (Margarethe von Trotta) laments, Being happy isnt always fun. Fassbinder honors, by naming characters after them, the directors Murnau, Fuller, and Walsch (the added c for crime); and himself appears as Rickys friend from the old days, who asks, What was Vietnam like? Just like here.<br />
<br />
Judy Bloch<br />
<br />
 Written by Fassbinder. Photographed by Dietrich Lohmann. With Karl Scheydt, Elga Sorbas, Fassbinder, Margarethe von Trotta. (80 mins, In German with English subtitles, B&amp;W, 35mm, From Janus Films/Criterion Collection)"
"L@TE: Kiandanda Dance Theater, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69731&date=2013-10-18,"Programmed by Abby Chen<br />
Doors 5:00<br />
<br />
Congolese dancer/choreographer Byb Chanel Bibenewho moved to San Francisco in 2009brings his international dance troupe Kiandanda Dance Theater to BAM/PFA. Kiandanda, which is also the last name of Bibene's late mother, roughly translates to ""something that tends to progress"" or ""new generation."" Bibene says, ""It was a way to honor women and my mother, but it also reflects the new context of working in the United States.""<br />
<br />
Preceded by<br />
5:30 RE@DS: Christopher Miller & Jane Gregory"
"A Midsummer Night's Dream, Oct 18-27",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68316&date=2013-10-18,"""The course of true love never did run smooth.""<br />
Hermia wants to marry Lysander instead of Demetrius. Helena wants to marry Demetrius and kill Lysander. Oberon, King of the Fairies, wants to punish his estranged wife Titania. Bottom just woke up with a donkey's head, while Pyramus and Thisbe end up dead. And Puck likes to make a mess of things. Shakespeare's classic ode to mad, magical, complicated love is brought to hilarious life in honor of the Bard's 450th birthday.<br />
<br />
Friday, October 18: 8pm<br />
Saturday, October 19: 8pm<br />
Sunday, October 20: 2pm. A post-show discussion will follow.<br />
Friday, October 25: 8pm<br />
Saturday, October 26: 8pm<br />
Sunday, October 27: 2pm"
"BareStage Presents: ""Almost Maine"", Oct 18-27",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70617&date=2013-10-18,"Almost, Maine tells the story of ten friends and couples one night in the mythical town of Almost in northern Maine on a cold winters night. The genre is magical-realism, yet the play is comedic, cleverly commenting both on lifes little beautie's and the times where beauties can fall short. In one scene, new lovers hold hands for the first time; in another, a hitchhiker carrying pieces of her heart in a bag bids good-bye to her dead husband; in yet another, Northern Mainers get drunk in a bar while others struggle to keep their marriage going. Through these stories, Cariani ultimately paints a charming and moving picture of the nature of love. <br />
Shows are at 8pm friday and Saturday & 5pm on Sunday"
"Beware of a Holy Whore, Oct 18",2013-10-18,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68900&date=2013-10-18,"(Warnung vor einer heiligen Nutte). The holy whore is cinema; like Godard, Fassbinder wishes to strip the medium of its mystique for the sole purpose of continuing to work in it, contempt and all. With production on 1971s Whity stalled, Fassbinder stuck with his castle-in-Spain location and filmed this jagged chronicle of interpersonal confrontations among the remaining film crew, who, as David Thomson wrote, sweat out their mutual fear and loathing. They are cramped and confined by decor but as restless as a prowling camera, forever being forced into abrasive contact and bitter exchanges. . . . But Holy Whore is also an opportunity for that high style that so often accompanied Fassbinders sour view of people. The picture is sleazy and pessimistic, but it is also formal and elegant. As insult and humiliation mount, so its poisonous tone breaks out in cold beads of humor.<br />
<br />
Judy Bloch<br />
<br />
 Written by Fassbinder. Photographed by Michael Ballhaus. With Eddie Constantine, Lou Castel, Hanna Schygulla, Fassbinder. (103 mins, In German with English subtitles, Color, 35mm, From Janus Films/Criterion Collection)"
