title,date,link,desc
"Global 30 Japan Education Fair, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70694&date=2013-10-13,"The Global 30 Japan Education Fairs are organized worldwide to allow students, their guardians, teachers, and school counselors to have face-to-face consultations with the faculty members and university staff regarding all aspects of study and life in Japan. This year, we are delighted to bring our Education Fair to the United States for the first time.<br />
<br />
The Fair is organized in close cooperation with the Ministry of Education, Culture, Sports, Science and Technology (MEXT) of the Japanese Government. The Global 30 Project was initiated by MEXT five years ago to draw more qualified international students to Japan. The member universities of the Global 30 Project offer degree programs in English (Bachelor, Masters, Professional Masters and Doctorate Degrees).<br />
<br />
For more information and to register, visit <a href=""http://www.uni.international.mext.go.jp/info/2013/08/global-30-japan-education-fair-u-s-a/"">http://www.uni.international.mext.go.jp/info/2013/08/global-30-japan-education-fair-u-s-a/</a>."
"The Gill Tract Farm: A Laboratory for a Resilient Future, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71383&date=2013-10-13,"This kick-off event represents the launch of a budding partnership between the community and UC to explore how the Gill Tract Farm can be used as a place for collaborative research and educational programs on urban agriculture, food justice, youth development and sustainable livelihoods. <br />
 <br />
We invite you to explore the current seasons community-based research project on Urban Agriculture and other hands-on activities and educational workshops. Then, after a farm-fresh lunch, join the open forum and share your ideas for how the UC College of Natural Resources, UC Cooperative Extension and the local community can expand projects at the Gill Tract."
"The Reading Room, thru Dec 31, 2014",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=49710&date=2013-10-13,"The Reading Room celebrates the written word and the central part it plays in our lives. Books from several noted East Bay small presses are shelved side by side with cherished books left by visitors. Drop by to browse and view related artworks. Bring a favorite book to leave in exchange for one from the ever-changing collection. Read visitors notes on why they love the book they have contributed. Leave a note for someone else. On selected Fridays, The Reading Room becomes the site of RE@DS, our literary series dedicated to poetry and experimental fiction.<br />
<br />
Guided and inspired by arts writer and poet Ramsay Bell Breslin and poet and UC Berkeley Professor of English Lyn Hejinian, BAM/PFAs literary project invites visitors to look, listen, share, and read in The Reading Room."
"Rebar: Kaleidoscape, thru Dec 21",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=63967&date=2013-10-13,"We invite you to experience Kaleidoscape, our new interactive seating sculpture designed by the San Franciscobased firm Rebar. Come rearrange the modular pieces to create a customized environment for study, relaxation, or socializing, or use the sections to create a crystalline landscape to be viewed from the upper galleries."
"Women's Soccer  vs. UCLA, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=64581&date=2013-10-13,Cal Women's Soccer hosts UCLA in conference action  at Goldman Field.
"Gazing into Nature, thru Oct 20",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67215&date=2013-10-13,"We are delighted to present, for the first time in ten years, a selection of BAM/PFAs earliest Chinese paintings. These rare and amazingly well-preserved works by early landscape and bird-and-flower painters of the late Song and early Yuan periods (thirteenth and fourteenth centuries), rendered on silk or paper with ink and light color, demonstrate the sophistication and accomplishment of the early Chinese painting tradition.<br />
<br />
Early Chinese painters often depicted the natural world through a lens of gentle mists created by delicate brushwork. Whether capturing a refined corner of the universe, as in Ma Yuans thirteenth-century Plum Tree and Ducks by a Stream, or a single twisted branch of a grapevine, as in Wen Riguans thirteenth-century Grapes, it is the artists control of ink, wash, and line that brings the subject to life. Equally compelling is the anonymous Fish and Water Plants from the fifteenth century, which depicts a powerful carp rising through a bed of delicately rendered vegetation; the very light touches of color in this work add a pleasing naturalism to the scene.<br />
<br />
Landscape painters, too, conveyed the beauty and grandeur of the natural world. Their interpretations were not intended to be of specific places rendered in realistic terms, but rather idealized landscapes of retreat and reclusion. The tall trees of Guo Mins Fir and Pines in the Snow (thirteenth century) form a protective circle around a figure pictured in a hut at the base of a fantastic and turbulent mountain. The artist concedes that man is but a small part of a much grander universe. Similarly, River Landscape, attributed to Ma Wan (1325-1365), suggests the glory of the natural world with a remote view that allows the viewer to survey the landscape of mountains, trees, and streams.<br />
<br />
This fall at BAM/PFA, you have a wonderful opportunity to see how the rich painting tradition established by these early artists, especially the careful observation of the natural world, continues to inform and inspire with the exhibition Yang Fudong: Estranged Paradise.<br />
<br />
<br />
Gazing into Nature is organized by Senior Curator for Asian Art Julia M. White."
"Deities, Demons, and Teachers of Tibet, Nepal, and India, thru Apr 13, 2014",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67216&date=2013-10-13,"Joyful and sensual sculptural figures of Indian deities and dancers join radiant images of enlightened beings from Tibet and Nepal in Deities, Demons, and Teachers, which presents a rotating display of works by anonymous Indian, Nepalese, and Tibetan artisans. A tenth-century sandstone figure of Ganesha, the elephant-headed deity worshipped by Hindus, Jains, and Buddhists, graces the entrance to the exhibition, a site appropriate to Ganeshas role in removing obstacles and blessing any new endeavor. Whether viewed as a cosmic dancer or a cavorting adolescent, this image of Ganesha is confirmation of the wonder and delight to be found in the sculpture and painting of these ancient cultures.<br />
<br />
Hindus and Buddhists both revere and celebrate female deities and often depict goddesses in idealized form with exaggerated marks of beauty. In Dancing Devi, a twelfth-century buff-sandstone sculpture from central India, the beauty of the bejeweled and crowned figure is accentuated by the larger-than-life proportions of breasts and buttocks. A more reserved but no less beautifully idealized feminine form is seen in Tara, a seventeenth-century Nepalese bronze, where the figure is surrounded by a fanciful garden of birds, musicians, and garlands.<br />
<br />
Very early images of the Buddha are rare, so it is quite exceptional that in addition to the massive bronze fourteenth-century Tibetan Buddha in the center of the gallery, this exhibition also features a stone image of a third-century seated Buddha from the Swat Valley and a tenth- or eleventh-century bronze Standing Buddha from Western Tibet. An array of bodhisattvas and attendant deities from these regions, including a painting of the Thirteenth Karmapa (at left), believed to be a reincarnation of the Bodhisattva Avalokitesvara, fill out the gathered celestial realm of the Buddhist cosmology.<br />
<br />
<br />
Deities, Demons, and Teachers is organized by Senior Curator for Asian Art<br />
Julia M. White."
"Beauty Revealed, thru Dec 22",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67219&date=2013-10-13,"Beauty Revealed: Images of Women in Qing Dynasty Chinese Painting investigates a relatively unexamined area of Chinese art history: meiren (beautiful women) paintings from the seventeenth and eighteenth centuries. This exhibition is the first to bring together a broad selection of paintings in this genre, and includes work from public and private collections in the United States and Europe, as well as from the BAM/PFA collection. Organized by Senior Curator for Asian Art Julia M. White in collaboration with UC Berkeley Professor Emeritus James Cahill, one of the world's leading scholars of Chinese painting, the exhibition is accompanied by a catalog with essays by Cahill, White, Sarah Handler, and Chen Fongfong with a contribution by Nancy Berliner."
"Yang Fudong, thru Dec 8",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68529&date=2013-10-13,"This first midcareer survey of the work of Yang Fudong (b. 1971) presents films, multichannel videos, and photographs by a leading figure in Chinas contemporary art world and independent cinema movement.<br />
<br />
Yangs work reflects the ideals and anxieties of the generation born during and after the Cultural Revolution that is struggling to find its place in the rapidly changing society of the new China. Although he draws much of his subject matter from the consumerist contexts of contemporary urban China, many of his images recall the literati paintings of seventeenth-century China (Yang first trained in painting before switching to photography and filmmaking). His films and film installations have an atemporal and dreamlike quality, marked by long and suspended sequences, dividing narratives, and multiple relationships and storylines. In his recent installations, Yang reflects on the process of filmmaking itself, creating spatially open-ended multichannel films that he calls a contemporary form of the Chinese hand scroll.<br />
<br />
Our presentation of Yangs work includes twenty years of photographs and video and film installations in the galleries; a film series at the PFA Theater co-curated by the artist that focuses on works that have influenced him, ranging from the Golden Age of Chinese cinema of the 1930s and 1940s to the Fifth Generation filmmakers who rose to prominence in the 1980s; and a continuous loop of Yangs single-channel films daily at midday in the Museum Theater. <br />
<br />
Yang Fudong: Estranged Paradise, Works 19932013 is organized by BAM/PFA Adjunct Senior Curator Philippe Pirotte and presented by BAM/PFA and the Kunsthalle Zrich. The exhibition is made possible in part by an anonymous donor;<br />
Marian Goodman Gallery; ShanghART Gallery; Dr. Rosalyn M. Laudati and Dr. James Pick; the Sifang Art Museum, Nanjing; the W.L.S. Spencer Foundation; Rena Bransten; Nion McEvoy; and April and Glenn Bucksbaum."
"Sunday Streets Berkeley, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=71300&date=2013-10-13,"Sunday Streets (also called Open Streets) closes streets to automobile traffic for a day so that people may use the space for other physical and social activities. The streets become parks as people replace car traffic. People walk, bike, skate and dance and play. Everyone from businesses and community organizations to musicians and artists use the space creatively, engaging the public and providing spontaneity and discovery. <br />
<br />
It sounds simple, yet it really is very different and exciting. <br />
<br />
People get out and connect with their community and urban environment in a transformative way. This temporary public space inspires creativity and change for the better, on that day - and beyond. As of early 2013, there are more than 70 Sunday Streets events in North America."
"A Sky Full of Stars, thru Dec 29",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=57223&date=2013-10-13,"Explore the skies in our interactive planetarium, where questions and activities are part of the show!<br />
<br />
<strong>A Sky Full of Stars:</strong> What's that in the sky? We use our friendly planetarium as a time machine to speed through a day, observing the sky from the Sun to the stars. Once night falls, the audience can stargaze at the Big Dipper, and imagine pictures in the stars. Then we can planet-hop within our Solar System to visit planets up close. What can <em>you</em> see in a sky full of stars? <em>(Recommended for ages 4-8, with adult)</em><br />
<br />
Programs are approximately 40 minutes, and are presented live with activities. Questions are encouraged!<br />
<br />
Please note the age restrictions for each program. Children under 6 will not be admitted, except for programs listed for ages 4-8."
"Docent Tour, thru Dec 29, 2013",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=38438&date=2013-10-13,"With paid admission, we offer free docent-led tours year-round on Thursdays, Saturdays and Sundays at 1:30 PM.<br />
<br />
Plants of the World - General Tour of the Garden<br />
Explore the Gardens incredible diversity of plants from six continents, including environments as diverse as deserts, tropical forests, redwood forests, and wetlands. Each tour is a unique experience focused on plants at their seasonal best, a variety of themes, and your interests."
"Constellations Tonight, thru Dec 29",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=57221&date=2013-10-13,"Explore the skies in our interactive planetarium, where questions and activities are part of the program!<br />
<br />
<strong>Constellations Tonight:</strong> The lore of the stars and other treasures of the sky come to Earth in our planetarium. Using a simple star map, learn to identify the most prominent constellations of the season in the planetarium sky. Keep your map to help you find the constellations in the real nighttime sky. <em>(Recommended for ages 8 to adult)</em><br />
<br />
Programs are approximately 40 minutes, and are presented live with activities. Questions are encouraged!<br />
<br />
Please note the age restrictions for each program. Children under 6 will not be admitted, except for programs listed for ages 4-8."
"Field Hockey  vs. UC Davis, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=64494&date=2013-10-13,Cal Field Hockey hosts UC Davis in conference action  at Maxwell Family Field.
"Jessica Rivera, soprano, Kelley O'Connor, mezzo-soprano, Robert Spano, piano, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70037&date=2013-10-13,"Critics use words like ""luminous,"" ""radiant,"" ""entrancing,"" ""lustrous,"" and ""exquisite"" to describe performances by Jessica Rivera and Kelley O'Connor, who have been celebrated for their interpretive collaborations on some of the most renowned masterpieces of today, including Osvaldo Golijov's Ainadamar and John Adams's El Nio. O'Connor and Rivera sing two newly commissioned song cycles: Monica Songs by Jonathan Leshnoff, who composes richly tonal, lyrical music, and That Time with You by David Bruce, known for his colorful and lively works that infuse concert music with the character of world folk music traditions. They are accompanied by acclaimed pianist Robert Spano, music director of the Atlanta Symphony and Aspen Music Festival and School.<br />
<br />
Sightlines pre-performance talk from 2-2:30. Free to ticketholders."
"Reading Event at Litquake, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68418&date=2013-10-13,"UC Berkeley Extension's Writing Department is pleased to participate in Litquake, the largest literary festival on the West Coast. Join us for a range of reading events, highlighting the work of instructors and students from the program. <br />
Thaisa Frank, best-selling author and long-time Extension Writing instructor, reads from her most recent book, <i>Heidegger's Glasses</i>."
"A Pasolini Omnibus: Three Short Films, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68871&date=2013-10-13,"This program brings together Pasolinis contributions to three omnibus films. The Earth as Seen from the Moon is Pasolinis episode in Le streghe (The Witches), produced by Dino De Laurentiis. Pasolini features Tot and Ninetto Davoli (the team from Hawks and Sparrows) as an eccentric old widower and his half-wit son. They are visited by a deaf-mute beauty, Silvana Mangano, who sets about putting their squalid existence into domestic order. Filmed in fantastic colors that, apart from Davolis green hair, reflect those Pasolini found in such impoverished seaside resort areas as Ostia, The Earth as Seen from the Moon is a surrealist fable. Its characters, Pasolini noted, were not so much creations as exaggerations of what Pasolini saw in the clownish Tot and the magical Davoli. What Are the Clouds?, Pasolinis segment of De Laurentiis Capriccio allitaliana, again features Tot, along with other popular Italian comics chosen by Pasolini for their plebeian quality. The film draws on popular puppet theater in retelling the story of Othello using human puppets: Ninetto Davoli as Othello, Laura Betti as Desdemona, and Tot as Iago. The Paper Flower Sequence, Pasolinis episode in Amore e rabbia (Love and Anger), is based on the Gospel parable of the innocent fig treein which Christ curses the fig tree that has not yet produced its fruit because it is only March. Ninetto Davoli is pictured walking up the Via Nazionale without a thought in his head, as global events pass above him like shadows. Though God exhorts him to be aware, like the fig tree he does not understand (Pasolini). The film concludes that there are moments in history when one cannot be innocent . . . when not to be aware is to be guilty."
"Volleyball  vs. Utah, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67419&date=2013-10-13,Cal Volleyball hosts Utah in conference action  at Haas Pavilion.
"I Only Want You to Love Me, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68898&date=2013-10-13,"(Ich will doch nur, dass Ihr mich liebt). Fassbinder drew on a true story of a fellow who was driven to murder a man he didnt know but who looked like his father. Peter (Vitus Zeplichal) is a depressed bricklayer who becomes a kind of shockworker on behalf of mortgage and wife, mistakenly believing he must buy even her love. Probing Peters past, and his hardworking and cruelly if normally unappreciative parents, the film shows why. Village Voice film critic J. Hoberman wrote: I Only Want You to Love Me is enlivened by the blank reaction shots, stagy mise-en-scne, and endless parody of German uptightness that are Fassbinder trademarks. . . . Whats most powerful about the movie is also whats most banal: the source of Peters rage is his traumatic family romance. . . . Fassbinder based (the film) on interviews with convicted killers but informed it with memories of his own unhappy childhood.<br />
<br />
Judy Bloch<br />
<br />
 Written by Fassbinder, based on an interview in the book Lebenslnglich by Klaus Antes, Christiane Erhardt. Photographed by Michael Ballhaus. With Vitus Zeplichal, Elke Aberle, Alexander Allerson, Ernie Mangold. (104 mins, In German with English subtitles, Color, Blu-ray, From Olive Films)"
"Now Hear Ensemble: Made in California, Oct 13",2013-10-13,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70558&date=2013-10-13,"The Made in California project is an exciting collaborative concert series with 11 composers throughout the state. The project creates a statewide dialogue among composers, performers, and audiences.<br />
<br />
Now Hear Ensemble believes that collaboration is a tremendously useful mode of creation for new music. The landscape of Californian music is rich and diverse, and as a part of this artistic realm, NHE seeks to create an accessible, uniform medium for the interchange of ideas between composers, performers and audiences."
"Science On a Sphere, thru Dec 31, 2013",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=55407&date=2013-10-14,"Explore extreme phenomena best seen on a globe, including a climate change model for the next 100 years, glacial ice formation, the spreading of the supercontinent Pangea into today's continents, and realtime earthquake locations."
"The Rise of Islam through its Golden Age, thru Feb 28, 2014",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67998&date=2013-10-14,"This exhibit will display items from the University Library collections to illustrate portions of the history of Islam. One focus will be Baghdad, which became the center of power during the Islamic Golden Age, and the intellectual center for literature, art, architecture, science, mathematics, philosophy, medicine, and education."
"The Berkeley Student Cooperative at 80, thru Mar 28, 2014",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68202&date=2013-10-14,"Fourteen Depression-era UC Berkeley students, guided by the campus YMCA general secretary Harry L. Kingman, established a house that would launch the University of California Students' Cooperative Association. Now known as the Berkeley Student Cooperative (BSC), the student-owned and student-operated non-profit cooperative has continued to grow since its founding, offering several affordable housing options to UC Berkeley students and those at other Bay Area colleges and universities. This exhibition celebrates the 80th anniversary of the BSC, the largest student cooperative in the United States, with photographs, brochures, publications, correspondence, and other documents drawn from the BSC records and other collections in the University Archives. It explores its origins, traditions, artistic activities, political involvement, and environmental sustainability efforts."
"Pop-up and Board Books, thru Dec 23",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69362&date=2013-10-14,"Pop-up books delight the eyes, the brain, and the heart.<br />
<br />
Need an idea for a holiday gift for a child? Take a look at the books on display at the EDP Library. Surprise your child. Give a book that will refresh the mind again and again. Inspire creative thinking. Stimulate scientific inquiry."
"Planning With Nature: 100 Years of Landscape Architecture at UC Berkeley, thru Dec 13",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69648&date=2013-10-14,"<br />
	Exhibition Dates:<br />
<br />
	September 26-December 13, 2013<br />
<br />
	Special Guided Tour:<br />
<br />
	Saturday, September 28<br />
	9-9:45 p.m.<br />
<br />
	Location:<br />
<br />
	Volkmann Reading Room, Environmental Design Library (210 Wurster Hall)<br />
	Raymond Lifchez and Judith Lee Stronach Exhibition Cases<br />
<br />
	Library information, hours, and directions:<br />
	(510) 642-4818<br />
	http://www.lib.berkeley.edu/ENVI/<br />
<br />
	Exhibition Description:<br />
<br />
	Founded in 1913, this year the Department of Landscape Architecture and Environmental Planning celebrates its centennial! The exhibition examines the history and guiding principles of the department -- innovation, social responsibility, and research through the works of its students, faculty, staff and alumni. Historical, archival and cutting edge material will be on display from the Environmental Design Archives, Visual Resources Center, and Environmental Design Library.<br />
<br />
	Curators: Cailin Swarm and Miranda Hambro."
"Planning with Nature: 100 Years of Landscape Architecture at UC Berkeley, thru Dec 13",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=70730&date=2013-10-14,"Founded in 1913, the Department of Landscape Architecture and Environmental Planning is celebrating its centennial! The exhibition examines the history and guiding principles of the departmentinnovation, social responsibility, and research through the work of its students, faculty, staff, and alumni. Historical, archival and cutting edge material will be on display from the Environmental Design Archives, Visual Resources Center, and Environmental Design Library."
"The Amazing Walk 2:6-Week Wellness Adventure Around the World (BEUHS639), thru Nov 15",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=68595&date=2013-10-14,"The Amazing Walk is back! In a spin off the television game-show, the Amazing Race, this program will send teams of 2 people on a 6-week virtual wellness adventure around the world. In addition to weekly wellness challenges, friendly competition and fun prizes, the Amazing Walk 2 will feature more interactive team activities including a kick-off event, weekly fitness walking classes, walking group incentives and an Amazing Walk healthy potluck. Grab a teammate and sign up today!"
"Imaginations: Paintings by Bill A. Dallas, thru Jan 3, 2014",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69478&date=2013-10-14,"Artist Bill A. Dallas was born in Kansas City, Missouri and grew up surrounded by great music, the famous Kansas City blues and jazz. Music had a profound effect on him as a young man, but he discovered his true talent in painting after his move to Berkeley, California in 1963. He earned a BFA from UC Berkeley in 1974.<br />
<br />
Currently living and painting in Oakland, Dallas is a versatile painter who incorporates calligraphy, figure studies and abstract painting into his work. A traveler whenever possible, Dallas has visited more than 25 countries. During his travels to Japan he studied calligraphy, woodblock printing, handmade paper and Sumi ink brush painting with master artist Toshi Yoshida. Yet, music remains an important part of his practice and he paints almost exclusively while listening to jazz. His two-handed, brushless style of painting is unique; he calls his style artmatism. The divine principle of true artmatism painting is to be in a constant state of enlightenment, states Dallas. Freedom first, then comes enlightenment, and with that enlightenment you understand division and separation of the imaginations. <br />
<br />
Dallas has exhibited throughout the Bay Area and the United States. His work is found in private collections throughout the world, including Australia, Brazil, Denmark, Germany, Japan, and South Africa. He was recently included in The Kinsey Collection: Shared Treasures of Bernard and Shirley Kinsey, an exhibition at San Franciscos Museum of the African Diaspora."
"At the Edges, Jan 24-Oct 16",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=63208&date=2013-10-14,"The photos in this exhibit, taken at the Guadalcanal Village wetlands restoration site on Mare Island, were taken where land and water intersect. Plants that grow on land, yet withstand the inundation of brackish water at high tide, and mud that, although usually underwater, is exposed at low tide are examples of the photos in this exhibit, scenes at the edges of the wetlands.<br />
<br />
All the photos were taken with a classic Hasselblad film camera and printed through an enlarger by a local photo lab."
"Unreal Estate: Tong Lams Photographs of Chinas Unsettling Settlements, thru Nov 6",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=69382&date=2013-10-14,"From the Soviet era to today; from the Mongol frontier to modern Guangzhou, Tong Lam documents what society has built and abandoned. The stories behind these photographs tell of hope, ambition, greed, resistance, and visions that have been crushed or cast aside. Some stories are of gleaming structures hauntingly unpeopled; some stories are of teeming populations surviving amid the squalor of urban ruins. With the frenzy of Chinas economic growth has come accelerated decay, leaving city and country alike scarred by the relics of past dreams."
"EHS 201 Biosafety in Laboratories, Oct 14",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=65734&date=2013-10-14,"Click on the ""EHS 201 Biosafety in Laboratories"" link to use the UC Learning Center to sign up. Once in, search for ""ehs 201."" If you do not gain access contact the EHS Training Program at ehstrain@berkeley.edu."
"Mummies: Secrets of the Pharaohs 3-D Film, thru Jan 5, 2014",2013-10-14,http://events.berkeley.edu/index.php/calendar/sn/pubaff.html?event_ID=67757&date=2013-10-14,"Part historic journey and part forensic adventure, Mummies: Secrets of the Pharaohs follows researchers and explorers as they piece together the archaeological and genetic clues of Egyptian mummies. The film tells the story of one of the greatest archeological finds in history and current research which may advance modern medicine."
